"Address","Content Type","Status Code","Status","Indexability","Indexability Status","Inlinks","Response Time","Redirect URL","Redirect Type"
"https://adssettings.google.com/","application/binary","302","Found","Non-Indexable","Redirected","1","0.067","https://www.google.com/ads/preferences?continue=aHR0cHM6Ly9hZHNzZXR0aW5ncy5nb29nbGUuY29tL2Fub255bW91cw%3D%3D","HTTP Redirect"
"https://optout.networkadvertising.org/","","301","Moved Permanently","Non-Indexable","Redirected","1","0.019","https://thenai.org/how-to-opt-out/","HTTP Redirect"
"https://twitter.com/intent/tweet?text=Playing+VacPack+Bingo+🎱+during+our+timeshare+pitch.+Join+me%3A&url=https%3A%2F%2Fvacationdeals.to%2Fvacpack-games%2Fbingo","text/html; charset=utf-8","301","Moved Permanently","Non-Indexable","Redirected","1","0.058","https://x.com/intent/tweet?text=Playing+VacPack+Bingo+🎱+during+our+timeshare+pitch.+Join+me%3A&url=https%3A%2F%2Fvacationdeals.to%2Fvacpack-games%2Fbingo","HTTP Redirect"
"https://vacationdeals.to/blog/best-vacation-deals-retirees","text/html; charset=utf-8","308","Permanent Redirect","Non-Indexable","Redirected","1","0.076","https://vacationdeals.to/best-vacation-deals-retirees","HTTP Redirect"
"https://vacationdeals.to/blog/best-vacation-deals-anniversary-trips","text/html; charset=utf-8","308","Permanent Redirect","Non-Indexable","Redirected","1","0.069","https://vacationdeals.to/best-vacation-deals-anniversary-trips","HTTP Redirect"
"https://vacationdeals.to/blog/bookvip-vs-getawaydealz","text/html; charset=utf-8","308","Permanent Redirect","Non-Indexable","Redirected","2","0.091","https://vacationdeals.to/bookvip-vs-getawaydealz","HTTP Redirect"
"https://vacationdeals.to/blog/best-vacation-deals-large-families","text/html; charset=utf-8","308","Permanent Redirect","Non-Indexable","Redirected","1","0.087","https://vacationdeals.to/best-vacation-deals-large-families","HTTP Redirect"
"https://vacationdeals.to/blog/westgate-vs-hilton-grand-vacations","text/html; charset=utf-8","308","Permanent Redirect","Non-Indexable","Redirected","1","0.086","https://vacationdeals.to/westgate-vs-hilton-grand-vacations","HTTP Redirect"
"https://vacationdeals.to/blog/first-timers-guide-timeshare-vacation-deals","text/html; charset=utf-8","308","Permanent Redirect","Non-Indexable","Redirected","3","0.071","https://vacationdeals.to/first-timers-guide-timeshare-vacation-deals","HTTP Redirect"
"https://vacationdeals.to/blog/marriott-vs-wyndham-vacation-deals","text/html; charset=utf-8","308","Permanent Redirect","Non-Indexable","Redirected","2","0.094","https://vacationdeals.to/marriott-vs-wyndham-vacation-deals","HTTP Redirect"
"https://vacationdeals.to/blog/spinnaker-resorts-review","text/html; charset=utf-8","308","Permanent Redirect","Non-Indexable","Redirected","1","0.074","https://vacationdeals.to/spinnaker-resorts-review","HTTP Redirect"
"https://vacationdeals.to/blog/ultimate-guide-timeshare-vacation-deals-2026","text/html; charset=utf-8","308","Permanent Redirect","Non-Indexable","Redirected","1","0.082","https://vacationdeals.to/ultimate-guide-timeshare-vacation-deals-2026","HTTP Redirect"
